,Brand,Model,Trim,Manufature Year,Stock Type,Mileage,Dealer Name,Distance,Rating,Review Count,Badge Label,Price
5016,Ford,Expedition, Max King Ranch,2021,Used,"21,656 mi.",Bob Bell Ford Hyundai,6 mi. from 21227,4.5,618 ,Good Deal,"$74,282"
5017,Ford,EcoSport, SE,2019,Used,"35,113 mi.",Brown's Honda City,6 mi. from 21227,4.9,"2,051 ",Good Deal,"$21,345"
5018,Toyota,Camry, XLE,2016,Used,"67,987 mi.",Hi Lo Auto Sales of Ellicott City,8 mi. from 21227,4.7,103 ,Good Deal,"$20,499"
5019,BMW,i3, 94 Ah w/Range Extender,2017,Used,"55,355 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Fair Deal,"$23,990"
5020,Chevrolet,Corvette, Stingray,2015,Used,"17,349 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$51,590"
5021,Buick,Regal, Turbo Premium I,2014,Used,"25,320 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$21,590"
5022,Acura,MDX, 3.5L w/Advance Package,2019,Used,"20,559 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$46,990"
5023,Chevrolet,Volt, Base,2015,Used,"52,489 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$19,990"
5024,Volkswagen,Beetle, 2.5L,2014,Used,"78,293 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Great Deal | $869 under,"$15,590"
5025,Chrysler,300C, Base,2012,Used,"64,545 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$19,590"
5026,Volkswagen,Atlas, Cross Sport 3.6L V6 SEL Premium R-Line,2020,Used,"12,723 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$47,990"
5027,Hyundai,Accent, SE,2021,Used,"4,863 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$21,590"
5028,Chevrolet,Camaro, 2SS,2013,Used,"41,926 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$29,990"
5029,Jeep,Wrangler, Unlimited Sahara,2015,Used,"80,569 mi.",National Motors of Ellicott City,8 mi. from 21227,4.3,418 ,"Great Deal | $2,820 under","$26,995"
5030,Kia,Optima, S,2018,Used,"40,061 mi.",JBA INFINITI,8 mi. from 21227,4.7,240 ,Good Deal,"$22,500"
5031,Volkswagen,Golf, 2.5L,2012,Used,"93,603 mi.",National Motors of Ellicott City,8 mi. from 21227,4.3,418 ,Fair Deal,"$12,500"
5032,Audi,S7, 4.0T Prestige quattro,2014,Used,"86,199 mi.",Baltimore Auto Group,8 mi. from 21227,4.4,8 ,Fair Deal,"$31,998"
5033,Mercedes-Benz,C-Class, C 300,2017,Used,"75,577 mi.",Acura of Ellicott City,8 mi. from 21227,4.6,430 ,Fair Deal,"$28,500"
5034,BMW,750, i xDrive,2012,Used,"42,634 mi.",Acura of Ellicott City,8 mi. from 21227,4.6,430 ,"Great Deal | $2,518 under","$24,425"
5035,Nissan,Rogue, S,2017,Used,"39,534 mi.",Bob Bell Nissan Kia,10 mi. from 21227,4.3,299 ,Good Deal,"$20,967"
5036,INFINITI,FX35, Base,2012,Used,"111,473 mi.",Star Cars,7 mi. from 21227,4.4,26 ,Fair Deal,"$16,999"
5037,Jeep,Patriot, Sport,2016,Used,"100,912 mi.",DriveTime of Glen Burnie,7 mi. from 21227,2.5,6 ,Good Deal,"$15,495"
5038,BMW,750, i xDrive,2012,Used,"78,075 mi.",LF Autos,7 mi. from 21227,4.8,75 ,"Great Deal | $2,716 under","$19,990"
5039,Dodge,Challenger, R/T Scat Pack,2016,Used,"52,122 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$37,590"
5040,Kia,Rio, LX,2021,Used,"3,921 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$20,590"
5041,Chevrolet,Camaro, 2SS,2019,Used,"9,936 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$44,990"
5042,MINI,Cooper, S ,2010,Used,"55,225 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$15,590"
5043,BMW,M5, Base,2013,Used,"57,789 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Fair Deal,"$42,590"
5044,Dodge,Charger, Scat Pack,2019,Used,"7,298 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$46,990"
5045,Cadillac,CTS-V, Base,2014,Used,"16,268 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Fair Deal,"$50,590"
5046,Honda,Fit, EX-L,2020,Used,"15,705 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$26,990"
5047,Volkswagen,Golf, TDI,2011,Used,"79,125 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Fair Deal,"$16,990"
5048,Audi,S6, 4.0T quattro Premium Plus,2016,Used,"55,497 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Fair Deal,"$42,590"
5049,Kia,Seltos, SX,2021,Used,"10,469 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$32,590"
5050,Hyundai,Sonata, Limited,2013,Used,"53,258 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$18,590"
5051,Jeep,Wrangler, Sport,2014,Used,"47,173 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$29,590"
5052,Kia,Soul, +,2017,Used,"111,699 mi.",Baltimore Auto Group,8 mi. from 21227,4.4,8 ,Good Deal,"$13,998"
5053,Chevrolet,Tahoe, LS,2016,Used,"84,265 mi.",Auto Leader,8 mi. from 21227,4.6,145 ,Good Deal,"$30,988"
5054,RAM,1500, Tradesman,2013,Used,"70,597 mi.",Priceless of Odenton,10 mi. from 21227,n/a,0 ,Fair Deal,"$17,988"
5055,Nissan,Sentra, S,2018,Used,"56,209 mi.",Car Corporation of Maryland,10 mi. from 21227,4.3,98 ,"Great Deal | $1,335 under","$13,844"
5056,Jeep,Wrangler, Unlimited Sport,2017,Used,"21,153 mi.",Antwerpen Chrysler Jeep Dodge Ram,6 mi. from 21227,4.5,"1,939 ",Good Deal,"$37,888"
5057,Ford,Explorer, Limited,2018,Used,"36,374 mi.",Koons Ford of Baltimore,7 mi. from 21227,4.8,"1,600 ",Good Deal,"$34,500"
5058,Acura,TLX, Tech,2015,Used,"81,960 mi.",National Motors of Ellicott City,8 mi. from 21227,4.3,418 ,Good Deal,"$19,500"
5059,Audi,A7, 3.0 TDI Prestige quattro,2014,Used,"31,040 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$38,990"
5060,Dodge,Durango, Limited,2015,Used,"31,179 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$29,990"
5061,Dodge,Challenger, SRT Hellcat,2020,Used,"12,364 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$73,990"
5062,Chevrolet,Corvette, Stingray w/3LT,2022,Used,"1,424 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$112,990"
5063,Jeep,Grand, Cherokee Laredo,2021,Used,"1,012 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Great Deal | $624 under,"$43,590"
5064,Audi,A3, 2.0T Premium,2016,Used,"53,322 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$27,990"
5065,Ford,F-150, Tremor,2022,Used,"3,583 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$70,990"
5066,Chevrolet,Cruze, LTZ,2011,Used,"19,496 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Home Delivery,"$16,590"
5067,Buick,LaCrosse, Leather,2014,Used,"24,273 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Fair Deal,"$21,590"
5068,Volkswagen,Jetta, SportWagen TDI,2013,Used,"27,654 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Home Delivery,"$22,990"
5069,Mazda,Mazda3, i Touring,2012,Used,"70,079 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$15,590"
5070,Chevrolet,Corvette, Grand Sport,2019,Used,"14,807 mi.",National Motors of Ellicott City,8 mi. from 21227,4.3,418 ,"Great Deal | $1,862 under","$67,995"
5071,Jeep,Cherokee, Latitude,2019,Used,"39,640 mi.",Rich Morton Mazda,9 mi. from 21227,4.6,736 ,Good Deal,"$23,288"
5072,Nissan,Rogue, SV,2017,Used,"47,382 mi.",Bob Bell Nissan Kia,10 mi. from 21227,4.3,299 ,Good Deal,"$21,997"
5073,Ford,Fusion, SEL,2019,Used,"70,164 mi.",Priceless of Odenton,10 mi. from 21227,n/a,0 ,Great Deal | $164 under,"$18,999"
5074,Chevrolet,Malibu, LT,2018,Used,"104,408 mi.",Destiny Automotive,10 mi. from 21227,4.8,3 ,Fair Deal,"$17,900"
5075,Mercedes-Benz,GL-Class, GL 450 4MATIC,2013,Used,"89,510 mi.",LF Autos,7 mi. from 21227,4.8,75 ,Good Deal,"$22,990"
5076,Jaguar,S-Type, 3,2002,Used,"66,290 mi.",n/a,8 mi. from 21227,n/a,n/a,"Great Deal | $2,034 under","$5,975"
5077,Chevrolet,Cruze, LT,2018,Used,"55,635 mi.",A&A International Inc,8 mi. from 21227,4.6,32 ,Fair Deal,"$18,995"
5078,Mazda,Mazda3, i Touring,2012,Used,"70,079 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$15,590"
5079,Honda,HR-V, LX,2018,Used,"20,690 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Great Deal | $948 under,"$21,990"
5080,FIAT,500X, Pop,2017,Used,"40,202 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$17,590"
5081,Volkswagen,Jetta, 1.4T R-Line,2020,Used,"11,205 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$25,990"
5082,Toyota,Corolla, S Plus,2015,Used,"32,502 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Great Deal | $306 under,"$19,590"
5083,Honda,Accord, SE,2012,Used,"24,013 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$19,590"
5084,Toyota,Camry, SE,2014,Used,"23,494 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$19,990"
5085,Porsche,718, Boxster GTS,2019,Used,"7,424 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Fair Deal,"$88,590"
5086,Mercedes-Benz,CLA-Class, CLA 250 4MATIC,2015,Used,"30,649 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$27,990"
5087,Porsche,Macan, Base,2021,Used,"3,544 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$60,990"
5088,RAM,1500, TRX,2022,Used,668 mi.,Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$99,990"
5089,FIAT,500C, Abarth,2014,Used,"7,787 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$19,990"
5090,BMW,335, i xDrive,2013,Used,"73,449 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$22,990"
5091,Nissan,Titan, S,2020,Used,"2,761 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$47,990"
5092,Ford,Focus, SE,2018,Used,"21,071 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$18,590"
5093,Audi,TT, 2.0T,2018,Used,"28,589 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$44,590"
5094,Chevrolet,Tahoe, LTZ,2015,Used,"128,068 mi.",Priceless of Odenton,10 mi. from 21227,n/a,0 ,Good Deal,"$28,999"
5095,Kia,Optima, LX,2011,Used,"110,525 mi.",Heritage Volkswagen Catonsville,6 mi. from 21227,4.8,716 ,Good Deal,"$9,750"
5096,Acura,RDX, Technology,2014,Used,"188,828 mi.",A G Auto Sales,6 mi. from 21227,3.7,3 ,Good Deal,"$12,995"
5097,Lincoln,MKC, Select,2019,Used,"44,798 mi.",Hi Lo Auto Sales of Ellicott City,8 mi. from 21227,4.7,103 ,Good Deal,"$30,632"
5098,Chevrolet,Trailblazer, RS,2021,Used,"16,370 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$34,990"
5099,Tesla,Model, 3 Standard Range Plus,2021,Used,"4,457 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ","Great Deal | $3,665 under","$50,990"
5100,Subaru,BRZ, Limited,2013,Used,"54,914 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$22,990"
5101,Scion,iQ, Base,2015,Used,"50,581 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Home Delivery,"$15,990"
5102,Volkswagen,Beetle, 2.0T Turbo R-Line,2014,Used,"63,608 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$18,990"
5103,Ford,Edge, Limited,2011,Used,"53,807 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Fair Deal,"$19,590"
5104,Ford,Shelby, GT350 Base,2016,Used,"18,922 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$57,990"
5105,Cadillac,Escalade, Platinum,2019,Used,"33,318 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$70,590"
5106,MINI,Countryman, Cooper,2019,Used,"22,252 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$28,590"
5107,Jeep,Grand, Cherokee Limited,2019,Used,"20,910 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ","Great Deal | $1,359 under","$33,590"
5108,Genesis,G70, 2.0T,2022,Used,"3,741 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Fair Deal,"$44,590"
5109,Audi,S4, 3.0T Premium Plus,2018,Used,"31,581 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$42,990"
5110,Jeep,Wrangler, SE 4WD,1995,Used,"112,337 mi.",Hi Lo Auto Sales of Ellicott City,8 mi. from 21227,4.7,103 ,Fair Deal,"$16,500"
5111,Ford,Fusion, SE,2017,Used,"58,736 mi.",Rich Morton Mazda,9 mi. from 21227,4.6,736 ,Good Deal,"$17,988"
5112,Nissan,Altima, 2.5 SR,2017,Used,"116,556 mi.",Priceless of Odenton,10 mi. from 21227,n/a,0 ,Good Deal,"$14,988"
5113,Lincoln,Aviator, Reserve AWD,2021,Used,"22,200 mi.",Antwerpen Volkswagen,10 mi. from 21227,4.3,401 ,Good Deal,"$67,000"
5114,Chrysler,200, LX,2013,Used,"124,181 mi.",Priceless of Odenton,10 mi. from 21227,n/a,0 ,Great Deal | $232 under,"$6,788"
5115,BMW,X7, xDrive40i,2021,Used,"55,500 mi.",Bumble Auto,4 mi. from 21227,5.0,135 ,Home Delivery,"$67,500"
5116,Nissan,Titan, SV,2021,Used,"19,634 mi.",Bob Bell Ford Hyundai,6 mi. from 21227,4.5,618 ,Good Deal,"$45,534"
5117,Hyundai,Santa, Fe SE 2.4,2019,Used,"55,795 mi.",Antwerpen Hyundai of Baltimore,6 mi. from 21227,4.6,"3,023 ",Fair Deal,"$26,500"
5118,Audi,A4, 2.0T Premium Plus,2015,Used,"54,954 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$24,590"
5119,Mercedes-Benz,GLK-Class, GLK 250 BlueTEC 4MATIC,2015,Used,"61,199 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Fair Deal,"$26,990"
5120,Dodge,Charger, SXT,2014,Used,"54,344 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$22,990"
5121,Ford,Edge, Limited,2013,Used,"79,463 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$18,990"
5122,Ford,Edge, SEL,2014,Used,"29,394 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$21,990"
5123,FIAT,500C, Pop,2012,Used,"72,290 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$12,990"
5124,Toyota,C-HR, XLE,2021,Used,"5,034 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$28,990"
5125,Volkswagen,Beetle, 1.8T SE,2016,Used,"31,265 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$22,990"
5126,BMW,i3, Base w/Range Extender,2015,Used,"51,303 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ","Great Deal | $1,373 under","$18,990"
5127,GMC,Sierra, 1500 Denali,2018,Used,"39,502 mi.",Brown's Toyota of Glen Burnie,6 mi. from 21227,4.8,"3,088 ",Good Deal,"$45,820"
5128,Nissan,Titan, Platinum Reserve,2021,Used,"9,539 mi.",Nissan Ellicott City,8 mi. from 21227,4.4,"1,102 ",Good Deal,"$56,494"
5129,Volkswagen,Tiguan, SE,2013,Used,"63,199 mi.",Baltimore Auto Group,8 mi. from 21227,4.4,8 ,Fair Deal,"$16,998"
5130,INFINITI,Q50, 3.0T Premium,2017,Used,"75,550 mi.",A&A International Inc,8 mi. from 21227,4.6,32 ,Fair Deal,"$27,995"
5131,Volkswagen,CC, 2.0T Sport Plus,2013,Used,"54,072 mi.",National Motors of Ellicott City,8 mi. from 21227,4.3,418 ,Great Deal | $378 under,"$13,500"
5132,Jeep,Wrangler, Unlimited Sport,2012,Used,"135,783 mi.",Priceless of Odenton,10 mi. from 21227,n/a,0 ,Great Deal | $328 under,"$17,999"
5133,RAM,1500, Tradesman/Express,2014,Used,"85,335 mi.",Car Corporation of Maryland,10 mi. from 21227,4.3,98 ,Good Deal,"$17,795"
5134,Chrysler,200, S,2016,Used,"116,975 mi.",Norris Auto Group,10 mi. from 21227,4.6,311 ,Good Deal,"$14,987"
5135,Polestar,2, Launch Edition,2021,Used,"4,960 mi.",Sheehy Nissan of Glen Burnie,6 mi. from 21227,4.8,985 ,Home Delivery,"$54,652"
5136,Ford,F-350, Platinum,2020,Used,"20,890 mi.",WILKINS BUICK-GMC,6 mi. from 21227,4.7,681 ,"Great Deal | $2,412 under","$79,904"
5137,Toyota,4Runner, Trail Premium,2014,Used,"80,817 mi.",Nissan Ellicott City,8 mi. from 21227,4.4,"1,102 ","Great Deal | $3,012 under","$29,217"
5138,BMW,i3, Base w/Range Extender,2015,Used,"51,303 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ","Great Deal | $1,373 under","$18,990"
5139,Toyota,Corolla, LE,2009,Used,"70,000 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$13,590"
5140,Dodge,Grand, Caravan SE,2020,Used,"57,925 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Fair Deal,"$27,590"
5141,Kia,Forte, LX,2018,Used,"35,746 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Great Deal | $235 under,"$16,990"
5142,Mazda,Mazda3, FWD w/Preferred Package,2020,Used,"5,684 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Great Deal | $280 under,"$27,590"
5143,Subaru,Forester, Sport,2020,Used,"12,022 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$35,590"
5144,Lincoln,Nautilus, Reserve,2020,Used,"9,070 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Fair Deal,"$47,990"
5145,Volvo,XC60, T5 R-Design,2019,Used,"25,713 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$39,990"
5146,Honda,Civic, LX,2019,Used,"2,771 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$24,590"
5147,Chevrolet,Camaro, Z/28,2015,Used,"1,697 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Fair Deal,"$63,990"
5148,Chevrolet,Tahoe, LT,2017,Used,"34,417 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ","Great Deal | $4,123 under","$41,990"
5149,BMW,328, i,2013,Used,"61,975 mi.",Auto Leader,8 mi. from 21227,4.6,145 ,Fair Deal,"$21,990"
5150,Subaru,Forester, 2.5i Premium,2015,Used,"93,863 mi.",Rich Morton Mazda,9 mi. from 21227,4.6,736 ,Good Deal,"$16,988"
5151,Hyundai,Sonata, Sport,2017,Used,"92,795 mi.",Destiny Automotive,10 mi. from 21227,4.8,3 ,Good Deal,"$16,999"
5152,Chevrolet,Malibu, 1LT,2017,Used,"67,292 mi.",Destiny Automotive,10 mi. from 21227,4.8,3 ,Good Deal,"$18,550"
5153,Dodge,Durango, R/T,2015,Used,"77,400 mi.",Bumble Auto,4 mi. from 21227,5.0,135 ,Fair Deal,"$29,995"
5154,Honda,Pilot, EX-L,2012,Used,"184,566 mi.",Car City,5 mi. from 21227,4.8,64 ,Fair Deal,"$12,700"
5155,Mazda,Mazda3, Sport,2018,Used,"96,637 mi.",Heritage Mazda Catonsville,6 mi. from 21227,4.7,788 ,Good Deal,"$16,550"
5156,Chevrolet,Trailblazer, LT,2022,Used,"4,048 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$32,990"
5157,MINI,Roadster, Cooper,2014,Used,"22,142 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$20,990"
5158,Toyota,Corolla, SE,2018,Used,"23,074 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Great Deal | $613 under,"$20,590"
5159,Cadillac,Escalade, ESV Luxury,2017,Used,"26,310 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Great Deal | $570 under,"$57,990"
5160,INFINITI,Q50, 3.0T Red Sport 400,2016,Used,"58,498 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$31,590"
5161,Chevrolet,Camaro, 1SS,2014,Used,"6,396 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$36,590"
5162,Dodge,Charger, SRT Hellcat,2016,Used,"60,478 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Fair Deal,"$55,990"
5163,Kia,Niro, EX,2017,Used,"48,476 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$23,990"
5164,Volkswagen,Beetle, 2.0T R-Line,2015,Used,"10,544 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Fair Deal,"$29,990"
5165,Ford,Fiesta, S,2014,Used,"20,241 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$14,990"
5166,MINI,Hardtop, Cooper,2014,Used,"25,700 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$18,590"
5167,Mercedes-Benz,GLS, 450 Base 4MATIC,2020,Used,"10,781 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$78,990"
5168,Toyota,Highlander, Limited Platinum,2018,Toyota Certified,"46,370 mi.",Brown's Toyota of Glen Burnie,6 mi. from 21227,4.8,"3,088 ",Good Deal,"$37,995"
5169,Audi,Q5, 2.0T Tech Premium,2018,Used,"46,027 mi.",Brown's Toyota of Glen Burnie,6 mi. from 21227,4.8,"3,088 ",Good Deal,"$33,987"
5170,Lexus,RC, 350 Base,2015,Used,"80,434 mi.",Hi Lo Auto Sales of Ellicott City,8 mi. from 21227,4.7,103 ,Good Deal,"$31,776"
5171,BMW,535, i xDrive,2014,Used,"57,567 mi.",National Motors of Ellicott City,8 mi. from 21227,4.3,418 ,Good Deal,"$20,995"
5172,Ford,F-150, XLT,2019,Used,"48,465 mi.",Antwerpen Volkswagen,10 mi. from 21227,4.3,401 ,Good Deal,"$39,000"
5173,Land,Rover, Range Rover 5.0L Supercharged Autobiography,2017,Used,"11,771 mi.",Mercedes-Benz of Catonsville,6 mi. from 21227,4.2,412 ,"Great Deal | $3,069 under","$83,000"
5174,Chrysler,200, Limited Platinum,2016,Used,"88,543 mi.",Antwerpen Hyundai of Baltimore,6 mi. from 21227,4.6,"3,023 ",Fair Deal,"$16,000"
5175,Jeep,Cherokee, Limited,2018,Used,"32,000 mi.",Tate Used Cars,6 mi. from 21227,4.0,13 ,Good Deal,"$28,600"
5176,Mercedes-Benz,GLS, 450 Base 4MATIC,2020,Used,"10,781 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$78,990"
5177,MINI,Hardtop, Cooper S,2017,Used,"28,461 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$24,590"
5178,Chevrolet,Camaro, 2SS,2010,Used,"4,938 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ","Great Deal | $3,136 under","$32,990"
5179,BMW,530e, xDrive iPerformance,2019,Used,"62,455 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Fair Deal,"$37,590"
5180,Lexus,RX, 450h Base,2011,Used,"32,470 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ","Great Deal | $3,531 under","$22,590"
5181,Dodge,Charger, GT,2018,Used,"11,320 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$32,990"
5182,Audi,A7, 3.0T Prestige,2019,Used,"37,815 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Fair Deal,"$62,990"
5183,Kia,Forte, EX,2016,Used,"27,407 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$17,990"
5184,Nissan,Versa, 1.8 S,2011,Used,"72,276 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$11,990"
5185,Nissan,Sentra, SR,2021,Used,"10,116 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$27,990"
5186,Audi,S3, 2.0T Premium Plus,2018,Used,"21,169 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$40,590"
5187,Dodge,Charger, SRT Hellcat,2019,Used,"15,707 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$66,990"
